YearMonth,Supplier,Revenue,NumberOfSales
2014-01,"Refrescos Americanas LTDA",4684.5,38
2014-01,"Specialty Biscuits, Ltd.",136955.9,82
2014-01,"Svensk Sjöföda AB",72534.0,71
2014-01,"Tokyo Traders",159937.0,73
2014-01,"Zaanse Snoepfabriek",28068.75,61
2014-02,"Aux joyeux ecclésiastiques",295511.5,63
2014-02,"Bigfoot Breweries",53166.0,68
2014-02,"Cooperativa de Quesos 'Las Cabras'",68670.0,66
2014-02,"Escargots Nouveaux",14588.25,46
2014-02,"Exotic Liquids",55415.0,76
2014-02,"Formaggi Fortini s.r.l.",96638.6,75
2014-02,"Forêts d'érables",88488.6,64
2014-02,"G'day, Mate",106155.2,77
2014-02,"Gai pâturage",101339.0,69
2014-02,"Grandma Kelly's Homestead",121090.0,74
2014-02,"Heli Süßwaren GmbH & Co. KG",111342.57,78
2014-02,"Karkki Oy",60107.75,74
2014-02,"Leka Trading",97187.7,73
2014-02,Lyngbysild,25547.0,70
2014-02,"Ma Maison",39636.9,63
2014-02,"Mayumi's",45705.75,71
2014-02,"New England Seafood Cannery",29465.4,57
2014-02,"New Orleans Cajun Delights",95461.4,79
2014-02,"Nord-Ost-Fisch Handelsgesellschaft mbH",36582.57,53
2014-02,"Norske Meierier",73375.0,79
2014-02,"PB Knäckebröd AB",36810.0,68
2014-02,"Pasta Buttini s.r.l.",72782.5,64
2014-02,"Pavlova, Ltd.",221194.3,84
2014-02,"Plutzer Lebensmittelgroßmärkte AG",263012.18,80
2014-02,"Refrescos Americanas LTDA",6273.0,50
2014-02,"Specialty Biscuits, Ltd.",133442.8,85
2014-02,"Svensk Sjöföda AB",73409.0,73
2014-02,"Tokyo Traders",158473.0,72
2014-02,"Zaanse Snoepfabriek",21787.5,58
2014-03,"Aux joyeux ecclésiastiques",477432.0,94
2014-03,"Bigfoot Breweries",83030.0,101
2014-03,"Cooperativa de Quesos 'Las Cabras'",105159.0,101
2014-03,"Escargots Nouveaux",24274.0,67
2014-03,"Exotic Liquids",80517.0,103
2014-03,"Formaggi Fortini s.r.l.",147224.3,97
2014-03,"Forêts d'érables",131897.2,90
2014-03,"G'day, Mate",150971.4,103
2014-03,"Gai pâturage",150420.0,93
2014-03,"Grandma Kelly's Homestead",162175.0,96
2014-03,"Heli Süßwaren GmbH & Co. KG",154591.55,108
2014-03,"Karkki Oy",103085.5,103
2014-03,"Leka Trading",139639.05,102
2014-03,Lyngbysild,40343.0,90
2014-03,"Ma Maison",54755.6,91
2014-03,"Mayumi's",71311.75,97
2014-03,"New England Seafood Cannery",47514.5,90
2014-03,"New Orleans Cajun Delights",135300.6,114
2014-03,"Nord-Ost-Fisch Handelsgesellschaft mbH",45721.74,67
2014-03,"Norske Meierier",88614.0,99
2014-03,"PB Knäckebröd AB",52815.0,88
2014-03,"Pasta Buttini s.r.l.",96299.0,90
2014-03,"Pavlova, Ltd.",317787.35,117
2014-03,"Plutzer Lebensmittelgroßmärkte AG",388475.17,109
2014-03,"Refrescos Americanas LTDA",8568.0,67
2014-03,"Specialty Biscuits, Ltd.",195500.6,108
2014-03,"Svensk Sjöföda AB",98844.0,108
2014-03,"Tokyo Traders",262937.0,105
2014-03,"Zaanse Snoepfabriek",39110.75,93
2014-04,"Aux joyeux ecclésiastiques",406623.5,74
2014-04,"Bigfoot Breweries",70690.0,89
2014-04,"Cooperativa de Quesos 'Las Cabras'",87067.0,75
2014-04,"Escargots Nouveaux",22525.0,63
2014-04,"Exotic Liquids",68947.0,90
2014-04,"Formaggi Fortini s.r.l.",122647.5,94
2014-04,"Forêts d'érables",104637.9,77
2014-04,"G'day, Mate",127648.0,92
2014-04,"Gai pâturage",137661.0,80
2014-04,"Grandma Kelly's Homestead",143680.0,91
2014-04,"Heli Süßwaren GmbH & Co. KG",136835.21,91
2014-04,"Karkki Oy",81088.0,95
2014-04,"Leka Trading",127946.8,92
2014-04,Lyngbysild,29925.5,68
2014-04,"Ma Maison",44315.6,74
2014-04,"Mayumi's",71393.0,93
2014-04,"New England Seafood Cannery",40429.55,71
2014-04,"New Orleans Cajun Delights",116444.15,96
2014-04,"Nord-Ost-Fisch Handelsgesellschaft mbH",32621.4,47
2014-04,"Norske Meierier",98068.5,98
2014-04,"PB Knäckebröd AB",43623.0,80
2014-04,"Pasta Buttini s.r.l.",83673.0,77
2014-04,"Pavlova, Ltd.",252910.2,101
2014-04,"Plutzer Lebensmittelgroßmärkte AG",342743.1,100
2014-04,"Refrescos Americanas LTDA",6313.5,58
2014-04,"Specialty Biscuits, Ltd.",204253.0,101
2014-04,"Svensk Sjöföda AB",87556.0,87
2014-04,"Tokyo Traders",215770.0,92
2014-04,"Zaanse Snoepfabriek",32002.25,84
2014-05,"Aux joyeux ecclésiastiques",333839.0,80
2014-05,"Bigfoot Breweries",72346.0,93
2014-05,"Cooperativa de Quesos 'Las Cabras'",84781.0,75
2014-05,"Escargots Nouveaux",18762.0,56
2014-05,"Exotic Liquids",73975.0,98
2014-05,"Formaggi Fortini s.r.l.",114817.2,94
2014-05,"Forêts d'érables",117037.4,81
2014-05,"G'day, Mate",130164.2,92
2014-05,"Gai pâturage",152309.0,86
2014-05,"Grandma Kelly's Homestead",147210.0,91
2014-05,"Heli Süßwaren GmbH & Co. KG",127609.45,90
2014-05,"Karkki Oy",78460.25,91
2014-05,"Leka Trading",120104.75,94
2014-05,Lyngbysild,29779.0,76
2014-05,"Ma Maison",49703.15,81
2014-05,"Mayumi's",69233.25,91
2014-05,"New England Seafood Cannery",44063.6,83
2014-05,"New Orleans Cajun Delights",119750.45,94
2014-05,"Nord-Ost-Fisch Handelsgesellschaft mbH",43831.77,62
2014-05,"Norske Meierier",93867.0,93
2014-05,"PB Knäckebröd AB",51369.0,83
2014-05,"Pasta Buttini s.r.l.",78370.5,80
2014-05,"Pavlova, Ltd.",266228.6,104
2014-05,"Plutzer Lebensmittelgroßmärkte AG",332451.39,103
2014-05,"Refrescos Americanas LTDA",7141.5,61
2014-05,"Specialty Biscuits, Ltd.",170778.8,101
2014-05,"Svensk Sjöföda AB",95395.0,92
2014-05,"Tokyo Traders",209604.0,90
2014-05,"Zaanse Snoepfabriek",34358.0,84
2014-06,"Aux joyeux ecclésiastiques",419943.0,83
2014-06,"Bigfoot Breweries",72872.0,94
2014-06,"Cooperativa de Quesos 'Las Cabras'",107242.0,86
2014-06,"Escargots Nouveaux",19861.75,64
2014-06,"Exotic Liquids",81018.0,96
2014-06,"Formaggi Fortini s.r.l.",140998.1,98
2014-06,"Forêts d'érables",138184.3,84
2014-06,"G'day, Mate",146807.0,91
2014-06,"Gai pâturage",157605.0,86
2014-06,"Grandma Kelly's Homestead",161415.0,96
2014-06,"Heli Süßwaren GmbH & Co. KG",142810.64,92
2014-06,"Karkki Oy",95036.75,95
2014-06,"Leka Trading",146976.05,99
2014-06,Lyngbysild,36518.5,88
2014-06,"Ma Maison",53856.55,93
2014-06,"Mayumi's",70147.25,90
2014-06,"New England Seafood Cannery",51948.7,86
2014-06,"New Orleans Cajun Delights",130961.1,94
2014-06,"Nord-Ost-Fisch Handelsgesellschaft mbH",46420.77,68
2014-06,"Norske Meierier",105577.0,94
2014-06,"PB Knäckebröd AB",48897.0,77
2014-06,"Pasta Buttini s.r.l.",92468.5,81
2014-06,"Pavlova, Ltd.",314988.45,98
2014-06,"Plutzer Lebensmittelgroßmärkte AG",353511.51,102
2014-06,"Refrescos Americanas LTDA",6682.5,61
2014-06,"Specialty Biscuits, Ltd.",179155.5,102
2014-06,"Svensk Sjöföda AB",96960.0,92
2014-06,"Tokyo Traders",226744.0,93
2014-06,"Zaanse Snoepfabriek",34508.5,82
2014-07,"Aux joyeux ecclésiastiques",416136.0,71
2014-07,"Bigfoot Breweries",60642.0,79
2014-07,"Cooperativa de Quesos 'Las Cabras'",86088.0,80
2014-07,"Escargots Nouveaux",18444.0,51
2014-07,"Exotic Liquids",63744.0,76
2014-07,"Formaggi Fortini s.r.l.",108466.1,77
2014-07,"Forêts d'érables",104134.8,69
2014-07,"G'day, Mate",135986.8,76
2014-07,"Gai pâturage",129797.0,79
2014-07,"Grandma Kelly's Homestead",142960.0,80
2014-07,"Heli Süßwaren GmbH & Co. KG",132847.13,80
2014-07,"Karkki Oy",74721.0,81
2014-07,"Leka Trading",118282.95,83
2014-07,Lyngbysild,27578.0,69
2014-07,"Ma Maison",43832.05,75
2014-07,"Mayumi's",64635.5,78
2014-07,"New England Seafood Cannery",40992.9,70
2014-07,"New Orleans Cajun Delights",125793.6,86
2014-07,"Nord-Ost-Fisch Handelsgesellschaft mbH",35417.52,52
2014-07,"Norske Meierier",83353.5,77
2014-07,"PB Knäckebröd AB",41910.0,71
2014-07,"Pasta Buttini s.r.l.",71714.5,70
2014-07,"Pavlova, Ltd.",250774.85,87
2014-07,"Plutzer Lebensmittelgroßmärkte AG",336469.79,86
2014-07,"Refrescos Americanas LTDA",4855.5,50
2014-07,"Specialty Biscuits, Ltd.",139778.9,81
2014-07,"Svensk Sjöföda AB",81576.0,78
2014-07,"Tokyo Traders",203038.0,76
2014-07,"Zaanse Snoepfabriek",34444.0,72
2014-08,"Aux joyeux ecclésiastiques",353115.0,74
2014-08,"Bigfoot Breweries",73858.0,90
2014-08,"Cooperativa de Quesos 'Las Cabras'",99088.0,79
2014-08,"Escargots Nouveaux",21942.0,67
2014-08,"Exotic Liquids",78017.0,93
2014-08,"Formaggi Fortini s.r.l.",142003.0,96
2014-08,"Forêts d'érables",136664.8,78
2014-08,"G'day, Mate",145219.8,88
2014-08,"Gai pâturage",130688.0,85
2014-08,"Grandma Kelly's Homestead",143525.0,85
2014-08,"Heli Süßwaren GmbH & Co. KG",143296.61,92
2014-08,"Karkki Oy",78423.5,87
2014-08,"Leka Trading",119174.45,88
2014-08,Lyngbysild,35183.5,81
2014-08,"Ma Maison",43046.85,73
2014-08,"Mayumi's",73157.0,85
2014-08,"New England Seafood Cannery",39978.3,78
2014-08,"New Orleans Cajun Delights",135329.25,95
2014-08,"Nord-Ost-Fisch Handelsgesellschaft mbH",41165.1,65
2014-08,"Norske Meierier",84733.0,92
2014-08,"PB Knäckebröd AB",45975.0,77
2014-08,"Pasta Buttini s.r.l.",97045.5,80
2014-08,"Pavlova, Ltd.",271107.55,101
2014-08,"Plutzer Lebensmittelgroßmärkte AG",364858.47,97
2014-08,"Refrescos Americanas LTDA",7717.5,61
2014-08,"Specialty Biscuits, Ltd.",170865.2,91
2014-08,"Svensk Sjöföda AB",99145.0,90
2014-08,"Tokyo Traders",207179.0,87
2014-08,"Zaanse Snoepfabriek",35169.25,85
2014-09,"Aux joyeux ecclésiastiques",354904.0,62
2014-09,"Bigfoot Breweries",57080.0,73
2014-09,"Cooperativa de Quesos 'Las Cabras'",73134.0,68
2014-09,"Escargots Nouveaux",15317.0,51
2014-09,"Exotic Liquids",52045.0,73
2014-09,"Formaggi Fortini s.r.l.",89546.7,72
2014-09,"Forêts d'érables",99688.6,70
2014-09,"G'day, Mate",104221.6,66
2014-09,"Gai pâturage",109729.0,64
2014-09,"Grandma Kelly's Homestead",121200.0,74
2014-09,"Heli Süßwaren GmbH & Co. KG",105602.51,65
2014-09,"Karkki Oy",55440.25,69
2014-09,"Leka Trading",100539.4,72
2014-09,Lyngbysild,28077.0,64
2014-09,"Ma Maison",33966.25,64
2014-09,"Mayumi's",54422.0,71
2014-09,"New England Seafood Cannery",36968.65,62
2014-09,"New Orleans Cajun Delights",93994.55,77
2014-09,"Nord-Ost-Fisch Handelsgesellschaft mbH",30084.18,46
2014-09,"Norske Meierier",69617.5,72
2014-09,"PB Knäckebröd AB",32871.0,60
2014-09,"Pasta Buttini s.r.l.",81128.0,67
2014-09,"Pavlova, Ltd.",234522.15,82
2014-09,"Plutzer Lebensmittelgroßmärkte AG",250629.94,83
2014-09,"Refrescos Americanas LTDA",5130.0,43
2014-09,"Specialty Biscuits, Ltd.",131662.8,81
2014-09,"Svensk Sjöföda AB",61381.0,70
2014-09,"Tokyo Traders",185109.0,78
2014-09,"Zaanse Snoepfabriek",26886.25,66
2014-10,"Aux joyeux ecclésiastiques",386669.5,72
2014-10,"Bigfoot Breweries",68168.0,93
2014-10,"Cooperativa de Quesos 'Las Cabras'",77823.0,71
2014-10,"Escargots Nouveaux",21266.25,64
2014-10,"Exotic Liquids",73353.0,88
2014-10,"Formaggi Fortini s.r.l.",122840.0,87
2014-10,"Forêts d'érables",112858.8,82
2014-10,"G'day, Mate",130791.6,90
2014-10,"Gai pâturage",122470.0,81
2014-10,"Grandma Kelly's Homestead",138820.0,89
2014-10,"Heli Süßwaren GmbH & Co. KG",122950.3,91
2014-10,"Karkki Oy",71012.25,87
2014-10,"Leka Trading",110832.9,81
2014-10,Lyngbysild,31293.5,77
2014-10,"Ma Maison",50394.55,79
2014-10,"Mayumi's",75110.25,90
2014-10,"New England Seafood Cannery",43789.1,78
2014-10,"New Orleans Cajun Delights",113437.3,92
2014-10,"Nord-Ost-Fisch Handelsgesellschaft mbH",35805.87,58
2014-10,"Norske Meierier",76927.0,82
2014-10,"PB Knäckebröd AB",49782.0,82
2014-10,"Pasta Buttini s.r.l.",83551.5,67
2014-10,"Pavlova, Ltd.",239008.95,98
2014-10,"Plutzer Lebensmittelgroßmärkte AG",298087.12,91
2014-10,"Refrescos Americanas LTDA",5832.0,51
2014-10,"Specialty Biscuits, Ltd.",169437.0,90
2014-10,"Svensk Sjöföda AB",85945.0,78
2014-10,"Tokyo Traders",177436.0,84
2014-10,"Zaanse Snoepfabriek",30158.0,74
2014-11,"Aux joyeux ecclésiastiques",405436.0,67
2014-11,"Bigfoot Breweries",66236.0,81
2014-11,"Cooperativa de Quesos 'Las Cabras'",79496.0,71
2014-11,"Escargots Nouveaux",20391.75,56
2014-11,"Exotic Liquids",65542.0,82
2014-11,"Formaggi Fortini s.r.l.",98622.4,79
2014-11,"Forêts d'érables",94578.5,66
2014-11,"G'day, Mate",137058.8,77
2014-11,"Gai pâturage",131637.0,67
2014-11,"Grandma Kelly's Homestead",133615.0,82
2014-11,"Heli Süßwaren GmbH & Co. KG",123929.96,82
2014-11,"Karkki Oy",79485.0,81
2014-11,"Leka Trading",112229.65,83
2014-11,Lyngbysild,31096.5,70
2014-11,"Ma Maison",45440.95,75
2014-11,"Mayumi's",59922.5,79
2014-11,"New England Seafood Cannery",40082.0,71
2014-11,"New Orleans Cajun Delights",112092.7,84
2014-11,"Nord-Ost-Fisch Handelsgesellschaft mbH",36789.69,56
2014-11,"Norske Meierier",75285.0,83
2014-11,"PB Knäckebröd AB",42438.0,75
2014-11,"Pasta Buttini s.r.l.",89405.0,78
2014-11,"Pavlova, Ltd.",258882.45,88
2014-11,"Plutzer Lebensmittelgroßmärkte AG",318953.1,89
2014-11,"Refrescos Americanas LTDA",6075.0,54
2014-11,"Specialty Biscuits, Ltd.",174158.9,85
2014-11,"Svensk Sjöföda AB",90425.0,81
2014-11,"Tokyo Traders",196574.0,75
2014-11,"Zaanse Snoepfabriek",31037.75,70
2014-12,"Aux joyeux ecclésiastiques",553361.0,93
2014-12,"Bigfoot Breweries",79334.0,99
2014-12,"Cooperativa de Quesos 'Las Cabras'",105730.0,96
2014-12,"Escargots Nouveaux",24274.0,65
2014-12,"Exotic Liquids",73906.0,100
2014-12,"Formaggi Fortini s.r.l.",136241.3,98
2014-12,"Forêts d'érables",125690.9,89
2014-12,"G'day, Mate",143008.0,99
2014-12,"Gai pâturage",128679.0,87
2014-12,"Grandma Kelly's Homestead",163825.0,101
2014-12,"Heli Süßwaren GmbH & Co. KG",165060.06,97
2014-12,"Karkki Oy",90605.0,100
2014-12,"Leka Trading",140470.6,108
2014-12,Lyngbysild,39288.5,103
2014-12,"Ma Maison",60925.15,91
2014-12,"Mayumi's",83713.5,104
2014-12,"New England Seafood Cannery",39591.6,92
2014-12,"New Orleans Cajun Delights",142680.3,109
2014-12,"Nord-Ost-Fisch Handelsgesellschaft mbH",45333.39,63
2014-12,"Norske Meierier",94025.5,103
2014-12,"PB Knäckebröd AB",56985.0,87
2014-12,"Pasta Buttini s.r.l.",98480.0,90
2014-12,"Pavlova, Ltd.",310774.75,109
2014-12,"Plutzer Lebensmittelgroßmärkte AG",373482.59,115
2014-12,"Refrescos Americanas LTDA",6552.0,63
2014-12,"Specialty Biscuits, Ltd.",195473.1,104
2014-12,"Svensk Sjöföda AB",102455.0,98
2014-12,"Tokyo Traders",226429.0,104
2014-12,"Zaanse Snoepfabriek",36112.5,94
2015-01,"Aux joyeux ecclésiastiques",453216.5,92
2015-01,"Bigfoot Breweries",72518.0,91
2015-01,"Cooperativa de Quesos 'Las Cabras'",89295.0,82
2015-01,"Escargots Nouveaux",20312.25,55
2015-01,"Exotic Liquids",76711.0,96
2015-01,"Formaggi Fortini s.r.l.",122919.3,90
2015-01,"Forêts d'érables",118501.1,81
2015-01,"G'day, Mate",149524.0,94
2015-01,"Gai pâturage",144341.0,88
2015-01,"Grandma Kelly's Homestead",151980.0,92
2015-01,"Heli Süßwaren GmbH & Co. KG",128962.89,94
2015-01,"Karkki Oy",83599.25,95
2015-01,"Leka Trading",120040.35,89
2015-01,Lyngbysild,34680.5,79
2015-01,"Ma Maison",50036.95,89
2015-01,"Mayumi's",70826.25,93
2015-01,"New England Seafood Cannery",44189.8,88
2015-01,"New Orleans Cajun Delights",137804.45,100
2015-01,"Nord-Ost-Fisch Handelsgesellschaft mbH",43572.87,67
2015-01,"Norske Meierier",90460.5,88
2015-01,"PB Knäckebröd AB",43590.0,79
2015-01,"Pasta Buttini s.r.l.",82047.0,83
2015-01,"Pavlova, Ltd.",258169.05,107
2015-01,"Plutzer Lebensmittelgroßmärkte AG",328172.07,109
2015-01,"Refrescos Americanas LTDA",6475.5,58
2015-01,"Specialty Biscuits, Ltd.",186317.3,101
2015-01,"Svensk Sjöföda AB",82812.0,94
2015-01,"Tokyo Traders",200367.0,85
2015-01,"Zaanse Snoepfabriek",30214.5,75
2015-02,"Aux joyeux ecclésiastiques",368991.5,68
2015-02,"Bigfoot Breweries",57496.0,82
2015-02,"Cooperativa de Quesos 'Las Cabras'",86550.0,76
2015-02,"Escargots Nouveaux",16324.0,51
2015-02,"Exotic Liquids",60715.0,81
2015-02,"Formaggi Fortini s.r.l.",112318.1,77
2015-02,"Forêts d'érables",94083.7,75
2015-02,"G'day, Mate",131076.2,79
2015-02,"Gai pâturage",139734.0,73
2015-02,"Grandma Kelly's Homestead",109250.0,77
2015-02,"Heli Süßwaren GmbH & Co. KG",123879.92,85
2015-02,"Karkki Oy",68304.5,82
2015-02,"Leka Trading",91798.15,79
2015-02,Lyngbysild,33602.5,74
2015-02,"Ma Maison",43183.2,70
2015-02,"Mayumi's",59381.5,80
2015-02,"New England Seafood Cannery",33348.3,70
2015-02,"New Orleans Cajun Delights",106019.2,84
2015-02,"Nord-Ost-Fisch Handelsgesellschaft mbH",37954.74,52
2015-02,"Norske Meierier",72641.5,77
2015-02,"PB Knäckebröd AB",40440.0,80
2015-02,"Pasta Buttini s.r.l.",72861.5,70
2015-02,"Pavlova, Ltd.",250126.7,88
2015-02,"Plutzer Lebensmittelgroßmärkte AG",323912.88,89
2015-02,"Refrescos Americanas LTDA",4860.0,49
2015-02,"Specialty Biscuits, Ltd.",143913.3,83
2015-02,"Svensk Sjöföda AB",82244.0,81
2015-02,"Tokyo Traders",161121.0,79
2015-02,"Zaanse Snoepfabriek",30069.75,68
2015-03,"Aux joyeux ecclésiastiques",422302.0,81
2015-03,"Bigfoot Breweries",75332.0,95
2015-03,"Cooperativa de Quesos 'Las Cabras'",94596.0,82
2015-03,"Escargots Nouveaux",20802.5,60
2015-03,"Exotic Liquids",68909.0,92
2015-03,"Formaggi Fortini s.r.l.",111370.7,86
2015-03,"Forêts d'érables",114016.2,78
2015-03,"G'day, Mate",129377.0,87
2015-03,"Gai pâturage",136864.0,81
2015-03,"Grandma Kelly's Homestead",139900.0,94
2015-03,"Heli Süßwaren GmbH & Co. KG",129166.55,91
2015-03,"Karkki Oy",70995.75,87
2015-03,"Leka Trading",111964.2,95
2015-03,Lyngbysild,34224.5,84
2015-03,"Ma Maison",46972.2,81
2015-03,"Mayumi's",67357.75,95
2015-03,"New England Seafood Cannery",39288.8,79
2015-03,"New Orleans Cajun Delights",121949.95,101
2015-03,"Nord-Ost-Fisch Handelsgesellschaft mbH",36349.56,59
2015-03,"Norske Meierier",97700.5,94
2015-03,"PB Knäckebröd AB",41601.0,79
2015-03,"Pasta Buttini s.r.l.",98955.5,88
2015-03,"Pavlova, Ltd.",288661.0,105
2015-03,"Plutzer Lebensmittelgroßmärkte AG",345744.18,110
2015-03,"Refrescos Americanas LTDA",6642.0,59
2015-03,"Specialty Biscuits, Ltd.",178136.2,104
2015-03,"Svensk Sjöföda AB",94544.0,96
2015-03,"Tokyo Traders",198422.0,90
2015-03,"Zaanse Snoepfabriek",31082.75,78
2015-04,"Aux joyeux ecclésiastiques",353184.0,79
2015-04,"Bigfoot Breweries",66640.0,87
2015-04,"Cooperativa de Quesos 'Las Cabras'",89325.0,82
2015-04,"Escargots Nouveaux",18921.0,55
2015-04,"Exotic Liquids",70165.0,79
2015-04,"Formaggi Fortini s.r.l.",127492.1,89
2015-04,"Forêts d'érables",108803.2,77
2015-04,"G'day, Mate",139013.8,90
2015-04,"Gai pâturage",143248.0,75
2015-04,"Grandma Kelly's Homestead",124315.0,82
2015-04,"Heli Süßwaren GmbH & Co. KG",126152.02,90
2015-04,"Karkki Oy",74161.0,87
2015-04,"Leka Trading",112364.8,78
2015-04,Lyngbysild,33234.0,75
2015-04,"Ma Maison",43231.2,73
2015-04,"Mayumi's",65414.25,80
2015-04,"New England Seafood Cannery",42648.6,79
2015-04,"New Orleans Cajun Delights",111049.2,94
2015-04,"Nord-Ost-Fisch Handelsgesellschaft mbH",42692.61,57
2015-04,"Norske Meierier",94941.0,89
2015-04,"PB Knäckebröd AB",49752.0,82
2015-04,"Pasta Buttini s.r.l.",87532.0,77
2015-04,"Pavlova, Ltd.",253630.95,87
2015-04,"Plutzer Lebensmittelgroßmärkte AG",331575.9,94
2015-04,"Refrescos Americanas LTDA",7308.0,61
2015-04,"Specialty Biscuits, Ltd.",185247.0,90
2015-04,"Svensk Sjöföda AB",92881.0,88
2015-04,"Tokyo Traders",177404.0,83
2015-04,"Zaanse Snoepfabriek",34966.5,74
2015-05,"Aux joyeux ecclésiastiques",456832.5,77
2015-05,"Bigfoot Breweries",74276.0,88
2015-05,"Cooperativa de Quesos 'Las Cabras'",80270.0,70
2015-05,"Escargots Nouveaux",24671.5,68
2015-05,"Exotic Liquids",74857.0,80
2015-05,"Formaggi Fortini s.r.l.",123506.8,89
2015-05,"Forêts d'érables",120276.8,77
2015-05,"G'day, Mate",144340.8,83
2015-05,"Gai pâturage",131196.0,79
2015-05,"Grandma Kelly's Homestead",141060.0,83
2015-05,"Heli Süßwaren GmbH & Co. KG",143313.26,90
2015-05,"Karkki Oy",77754.75,88
2015-05,"Leka Trading",110785.95,79
2015-05,Lyngbysild,35932.5,81
2015-05,"Ma Maison",48846.9,76
2015-05,"Mayumi's",75604.75,87
2015-05,"New England Seafood Cannery",45098.75,81
2015-05,"New Orleans Cajun Delights",126139.95,91
2015-05,"Nord-Ost-Fisch Handelsgesellschaft mbH",38627.88,64
2015-05,"Norske Meierier",89149.5,85
2015-05,"PB Knäckebröd AB",42180.0,77
2015-05,"Pasta Buttini s.r.l.",88755.0,82
2015-05,"Pavlova, Ltd.",265437.45,96
2015-05,"Plutzer Lebensmittelgroßmärkte AG",348211.1,97
2015-05,"Refrescos Americanas LTDA",6160.5,50
2015-05,"Specialty Biscuits, Ltd.",168971.3,93
2015-05,"Svensk Sjöföda AB",86174.0,86
2015-05,"Tokyo Traders",221069.0,84
2015-05,"Zaanse Snoepfabriek",35930.75,79
2015-06,"Aux joyeux ecclésiastiques",384052.0,67
2015-06,"Bigfoot Breweries",64350.0,89
2015-06,"Cooperativa de Quesos 'Las Cabras'",79955.0,72
2015-06,"Escargots Nouveaux",19133.0,53
2015-06,"Exotic Liquids",66539.0,87
2015-06,"Formaggi Fortini s.r.l.",118351.9,82
2015-06,"Forêts d'érables",103048.9,71
2015-06,"G'day, Mate",117150.8,78
2015-06,"Gai pâturage",117410.0,69
2015-06,"Grandma Kelly's Homestead",127880.0,83
2015-06,"Heli Süßwaren GmbH & Co. KG",125145.57,87
2015-06,"Karkki Oy",67447.5,80
2015-06,"Leka Trading",107371.1,83
2015-06,Lyngbysild,26308.5,62
2015-06,"Ma Maison",42274.75,72
2015-06,"Mayumi's",64464.5,78
2015-06,"New England Seafood Cannery",43656.5,80
2015-06,"New Orleans Cajun Delights",101384.6,90
2015-06,"Nord-Ost-Fisch Handelsgesellschaft mbH",42330.15,63
2015-06,"Norske Meierier",80551.0,78
2015-06,"PB Knäckebröd AB",40716.0,76
2015-06,"Pasta Buttini s.r.l.",76835.5,68
2015-06,"Pavlova, Ltd.",239447.7,99
2015-06,"Plutzer Lebensmittelgroßmärkte AG",281207.95,92
2015-06,"Refrescos Americanas LTDA",6381.0,58
2015-06,"Specialty Biscuits, Ltd.",150068.4,87
2015-06,"Svensk Sjöföda AB",75078.0,76
2015-06,"Tokyo Traders",174742.0,78
2015-06,"Zaanse Snoepfabriek",32387.0,77
2015-07,"Aux joyeux ecclésiastiques",389873.0,87
2015-07,"Bigfoot Breweries",79080.0,99
2015-07,"Cooperativa de Quesos 'Las Cabras'",100087.0,93
2015-07,"Escargots Nouveaux",18775.25,57
2015-07,"Exotic Liquids",75966.0,96
2015-07,"Formaggi Fortini s.r.l.",132658.0,102
2015-07,"Forêts d'érables",122281.4,89
2015-07,"G'day, Mate",147200.0,101
2015-07,"Gai pâturage",147844.0,88
2015-07,"Grandma Kelly's Homestead",166785.0,102
2015-07,"Heli Süßwaren GmbH & Co. KG",143078.34,100
2015-07,"Karkki Oy",81278.5,94
2015-07,"Leka Trading",121891.15,97
2015-07,Lyngbysild,36152.0,86
2015-07,"Ma Maison",51040.8,92
2015-07,"Mayumi's",83033.75,99
2015-07,"New England Seafood Cannery",40648.15,85
2015-07,"New Orleans Cajun Delights",140013.3,104
2015-07,"Nord-Ost-Fisch Handelsgesellschaft mbH",49165.11,69
2015-07,"Norske Meierier",113254.0,95
2015-07,"PB Knäckebröd AB",45123.0,86
2015-07,"Pasta Buttini s.r.l.",109581.0,93
2015-07,"Pavlova, Ltd.",288875.9,105
2015-07,"Plutzer Lebensmittelgroßmärkte AG",334787.42,104
2015-07,"Refrescos Americanas LTDA",7506.0,68
2015-07,"Specialty Biscuits, Ltd.",216579.5,112
2015-07,"Svensk Sjöföda AB",98740.0,97
2015-07,"Tokyo Traders",257034.0,94
2015-07,"Zaanse Snoepfabriek",38141.25,93
2015-08,"Aux joyeux ecclésiastiques",567925.5,95
2015-08,"Bigfoot Breweries",84812.0,112
2015-08,"Cooperativa de Quesos 'Las Cabras'",114041.0,105
2015-08,"Escargots Nouveaux",21955.25,73
2015-08,"Exotic Liquids",96762.0,114
2015-08,"Formaggi Fortini s.r.l.",148939.0,114
2015-08,"Forêts d'érables",160435.0,96
2015-08,"G'day, Mate",182682.6,112
2015-08,"Gai pâturage",173208.0,105
2015-08,"Grandma Kelly's Homestead",187515.0,108
2015-08,"Heli Süßwaren GmbH & Co. KG",184114.29,113
2015-08,"Karkki Oy",114223.5,117
2015-08,"Leka Trading",147485.6,113
2015-08,Lyngbysild,43530.5,101
2015-08,"Ma Maison",57945.85,102
2015-08,"Mayumi's",90453.5,111
2015-08,"New England Seafood Cannery",50699.25,92
2015-08,"New Orleans Cajun Delights",166251.85,114
2015-08,"Nord-Ost-Fisch Handelsgesellschaft mbH",50407.83,73
2015-08,"Norske Meierier",121322.0,116
